company_name,email,profile_url,source
엠서치마케팅,ceo@msearch.co.kr,https://msearch.co.kr/,company_site
몽규,monq@monq.kr,https://monq.kr/,company_site
레뷰코퍼레이션,help@revu.net,https://biz.revu.net/product/,company_site
벨커뮤니케이션즈,,https://www.bellcomm.co.kr/pc,list_page
포이시스,,http://ad.foresys.co.kr/,list_page
커뮤니크,contact@communique.co.kr,https://www.communique.co.kr/,company_site
PTKOREA,,https://pt-korea.com/,list_page
애드커넥스,contact@adconex.co.kr,https://adconex.co.kr/,company_site
스마일코리아,,https://www.smilekoreacorp.com/home/,list_page
커스텀그라운드,,https://kustomground.com/,list_page
가치브라더,,https://withbrother.co.kr/,list_page
잘함,mkt_team@jalham.com,https://www.jalham.com/,company_site
스냅컴퍼니,support@snapvi.co.kr,https://snapcompany.net/,company_site
퍼즐코퍼레이션,,https://puzl.co.kr/,list_page
카카오페이,,https://www.kakaopay.com/main,list_page
하이브월드와이드,contact@hive-worldwide.com,http://www.hive-worldwide.com/,company_site
더트레이드데스크,,https://www.thetradedesk.com/ko,list_page
닐슨미디어코리아,,https://www.nielsenkorea.co.kr/,list_page
케이앤웍스,,https://www.knworks.co.kr/,list_page
포바이포,pixell@4by4inc.com,https://www.4by4inc.co.kr/,company_site
애디플,privacy@adeeple.com,https://www.adeeple.com/,company_site
엑솔라코리아,,https://xsolla.com/,list_page
제이비컴스컴퍼니,min1001@jbcoms.com,https://jbcoms.com/about-us/,company_site
엘리케이트,,https://ellykate.co.kr/,list_page
투겟,contact@toget.team,https://toget.team/,company_site
부스터즈,Contact@boosterz.co.kr,https://www.boosterz.co.kr/,company_site
써치엠,,https://www.searchm.co.kr/,list_page
지엔앰퍼포먼스,,http://www.gnmpm.com/,list_page
씨브이쓰리,contact@cv-3.com,https://www.ads-soon.com/landing,company_site
어센드미디어,,https://www.ascendmedia.co.kr/?fbclid=IwY2xjawOMrVdleHRuA2FlbQIxMABicmlkETF6cDcxbHNySnRpWTlTSFZYc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHky_F1_uhOPUCzeU1a9EPQrpbf0pecysKBRnAujg6mFSthnqHCn_L9uEy-8x_aem_p6sfekDBBF4zGMtUypdopw,list_page
얀고애즈,support@csm.yango-ads.com,https://yango-ads.com/ko/grow,company_site
이엔미디어,ads_sales@enmedia.kr,https://en-media.kr/,company_site
유디엠,hello@udm.kr,https://udm.kr/,company_site
트레져헌터,biz@treasurehunter.co.kr,https://www.treasurehunter.co.kr/main.php,company_site
런커뮤니케이션즈,,http://www.runcomm.net/,list_page
